address,type,price,details,url
"5832 W North Ave #304, Chicago, IL 60639",SingleFamilyResidence,$850/mo,1 bd1 ba550 sqft- Apartment for rent,https://www.zillow.com/homedetails/5832-W-North-Ave-304-Chicago-IL-60639/2072588502_zpid/
"4056 N Leamington Ave #2, Chicago, IL 60641",SingleFamilyResidence,"$1,600/mo","3 bds2 ba1,800 sqft- Apartment for rent",https://www.zillow.com/homedetails/4056-N-Leamington-Ave-2-Chicago-IL-60641/2072569576_zpid/
"Fifteen98 Naperville Apartment Homes | 1598 Fairway Dr, Naperville, IL", 1 bd,"$1,365+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Fifteen98-Naperville-Apartment-Homes---1598-Fairway-Dr-Naperville-IL
"105 N Gables Blvd, Wheaton, IL 60187",SingleFamilyResidence,"$1,950/mo","3 bds2 ba1,400 sqft- House for rent",https://www.zillow.com/homedetails/105-N-Gables-Blvd-Wheaton-IL-60187/111935051_zpid/
"Haven St. Charles | 1909 Oak St, Saint Charles, IL", 1 bd,"$1,069+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Haven-St.-Charles---1909-Oak-St-Saint-Charles-IL
"Lake+House Apartments | 333 Wood Creek Rd, Wheeling, IL", 1 bd,"$1,290+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Lake+House-Apartments---333-Wood-Creek-Rd-Wheeling-IL
"Prairie Centre | 1988 Mcthurstan Court St, Saint Charles, IL", Studio,"$1,195+ Studio", Studio,https://www.zillow.com/homedetails/Prairie-Centre---1988-Mcthurstan-Court-St-Saint-Charles-IL
"3908 N Central Park Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,900/mo","3 bds2 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/3908-N-Central-Park-Ave-1-Chicago-IL-60618/2100285942_zpid/
"5601 W Berenice Ave #basement, Chicago, IL 60634",SingleFamilyResidence,"$1,350/mo",2 bds1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/5601-W-Berenice-Ave-BASEMENT-Chicago-IL-60634/2072573499_zpid/
"TGM McDowell Place | 1647 Westminster Dr, Naperville, IL", 1 bd,"$1,359+ 1 bd", 1 bd,https://www.zillow.com/homedetails/TGM-McDowell-Place---1647-Westminster-Dr-Naperville-IL
"4042 N Kolmar Ave #1, Chicago, IL 60641",SingleFamilyResidence,"$2,300/mo","3 bds2 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4042-N-Kolmar-Ave-1-Chicago-IL-60641/2072573609_zpid/
"209 S Oak Park Ave Apt 406, Oak Park, IL 60302",SingleFamilyResidence,"$1,350/mo",1 bd1 ba720 sqft- Apartment for rent,https://www.zillow.com/homedetails/209-S-Oak-Park-Ave-APT-406-Oak-Park-IL-60302/2082964634_zpid/
"29w524 Country Ridge Dr Apt C, Warrenville, IL 60555",SingleFamilyResidence,$990/mo,"2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/29W524-Country-Ridge-Dr-APT-C-Warrenville-IL-60555/2072573954_zpid/
"Martin's Point Apartment Homes | 2101 S Finley Rd, Lombard, IL", 1 bd,"$1,330+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Martin's-Point-Apartment-Homes---2101-S-Finley-Rd-Lombard-IL
"3617 N Albany Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,600/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3617-N-Albany-Ave-1-Chicago-IL-60618/2072574339_zpid/
"3819 W Diversey Ave Apt 1r, Chicago, IL 60647",SingleFamilyResidence,"$1,515/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3819-W-Diversey-Ave-APT-1R-Chicago-IL-60647/2080448300_zpid/
"3057 W Diversey Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$2,695/mo","3 bds2 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/3057-W-Diversey-Ave-APT-2-Chicago-IL-60647/2085751331_zpid/
"5870 W Lake St #532, Chicago, IL 60644",SingleFamilyResidence,$875/mo,1 bd1 ba625 sqft- Apartment for rent,https://www.zillow.com/homedetails/5870-W-Lake-St-532-Chicago-IL-60644/2077318490_zpid/
"215 S 5th Ave, Saint Charles, IL 60174",SingleFamilyResidence,"$1,700/mo","2 bds2 ba1,500 sqft- Apartment for rent",https://www.zillow.com/homedetails/215-S-5th-Ave-Saint-Charles-IL-60174/2080470035_zpid/
"5116 W Belden St #2, Chicago, IL 60639",SingleFamilyResidence,"$1,700/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/5116-W-Belden-St-2-Chicago-IL-60639/2072575311_zpid/
"5125 W Madison St | 5125 W Madison St, Chicago, IL", Studio,$705 Studio, Studio,https://www.zillow.com/homedetails/5125-W-Madison-St---5125-W-Madison-St-Chicago-IL
"3111 W Diversey Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$2,200/mo","3 bds1 ba1,325 sqft- Apartment for rent",https://www.zillow.com/homedetails/3111-W-Diversey-Ave-2-Chicago-IL-60647/2082827533_zpid/
"4100 W Addison St, Chicago, IL", 2 bds,"$1,400+ 2 bds", 2 bds,https://www.zillow.com/homedetails/4100-W-Addison-St-Chicago-IL
"321 Oak St, St Charles, IL 60174",SingleFamilyResidence,"$1,300/mo","2 bds1.5 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/321-Oak-St-St-Charles-IL-60174/294871984_zpid/
"Regency Place | 2003 S Meyers Rd, Villa Park, IL", 1 bd,"$1,725+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Regency-Place---2003-S-Meyers-Rd-Villa-Park-IL
"50 Superior St, Oak Park, IL", 3 bds,"$2,300 3 bds", 3 bds,https://www.zillow.com/homedetails/50-Superior-St-Oak-Park-IL
"442 N Ardmore Ave Apt Ga, Villa Park, IL 60181",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/442-N-Ardmore-Ave-APT-GA-Villa-Park-IL-60181/2081424891_zpid/
"Autumn Run Apartments | 1627 Country Lakes Dr, Naperville, IL", 1 bd,$925+ 1 bd, 1 bd,https://www.zillow.com/homedetails/Autumn-Run-Apartments---1627-Country-Lakes-Dr-Naperville-IL
"2228 N Sawyer Ave Apt 2w, Chicago, IL 60647",SingleFamilyResidence,"$2,450/mo","2 bds1 ba1,100 sqft- Townhouse for rent",https://www.zillow.com/homedetails/2228-N-Sawyer-Ave-APT-2W-Chicago-IL-60647/2090731547_zpid/
"Pepper Valley Apartments | 2127 Pepper Valley Dr, Geneva, IL", 2 bds,"$1,350+ 2 bds", 2 bds,https://www.zillow.com/homedetails/Pepper-Valley-Apartments---2127-Pepper-Valley-Dr-Geneva-IL
"5100-04 W Madison St | 5100 W Madison St, Chicago, IL", 3 bds,"$1,240+ 3 bds", 3 bds,https://www.zillow.com/homedetails/5100-04-W-Madison-St---5100-W-Madison-St-Chicago-IL
"Central Park East | 1551 E Central Rd, Arlington Heights, IL", 1 bd,"$1,595+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Central-Park-East---1551-E-Central-Rd-Arlington-Heights-IL
"Avant at the Arboretum | 450 Warrenville Rd, Lisle, IL", 1 bd,"$1,346+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Avant-at-the-Arboretum---450-Warrenville-Rd-Lisle-IL
3D Tour Available - 5100 Forest Ave # v014ysse6,Event,"$1,810+ 1 bd","$3,557+ 2 bds",/b/burlington-station-downers-grove-il-5Yy5qG/
"Dodson Place Residential | 500 S 3rd St, Geneva, IL", 1 bd,"$2,075+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Dodson-Place-Residential---500-S-3rd-St-Geneva-IL
"Metro 59 Apartments | 1016 Station Blvd, Aurora, IL", Studio,"$1,425+ Studio", Studio,https://www.zillow.com/homedetails/Metro-59-Apartments---1016-Station-Blvd-Aurora-IL
"The Crossings at St. Charles | 1690 Covington Ct, Saint Charles, IL", 1 bd,"$1,315+ 1 bd", 1 bd,https://www.zillow.com/homedetails/The-Crossings-at-St.-Charles---1690-Covington-Ct-Saint-Charles-IL
"301-313 N. Oak Park Ave. | 301 N Oak Park Ave, Oak Park, IL", Studio,"$1,029+ Studio", Studio,https://www.zillow.com/homedetails/301-313-N.-Oak-Park-Ave.---301-N-Oak-Park-Ave-Oak-Park-IL
"3421 W Armitage Ave #2r, Chicago, IL 60647",SingleFamilyResidence,"$1,650/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/3421-W-Armitage-Ave-2R-Chicago-IL-60647/2095895365_zpid/
"Westbrook | 2121 S Wolf Rd, Hillside, IL", 2 bds,"$1,425+ 2 bds", 2 bds,https://www.zillow.com/homedetails/Westbrook---2121-S-Wolf-Rd-Hillside-IL
"Fairways of Naperville | 970 Fairway Dr, Naperville, IL", 1 bd,"$1,488 1 bd", 1 bd,https://www.zillow.com/homedetails/Fairways-of-Naperville---970-Fairway-Dr-Naperville-IL
"4114 W Washington Blvd | 4114 W Washington Blvd, Chicago, IL", Studio,$725+ Studio, Studio,https://www.zillow.com/homedetails/4114-W-Washington-Blvd---4114-W-Washington-Blvd-Chicago-IL
"3055 N Oconto Ave, Chicago, IL 60707",SingleFamilyResidence,$980/mo,"2 bds1 ba1,553 sqft- House for rent",https://www.zillow.com/homedetails/3055-N-Oconto-Ave-Chicago-IL-60707/3601734_zpid/
"6560 W Belmont Ave Apt 303, Chicago, IL 60634",SingleFamilyResidence,"$1,600/mo",2 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/6560-W-Belmont-Ave-APT-303-Chicago-IL-60634/2072583928_zpid/
"3055 N Oconto Ave #2, Elmwood Park, IL 60707",SingleFamilyResidence,$980/mo,2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3055-N-Oconto-Ave-2-Elmwood-Park-IL-60707/2072584047_zpid/
"3725 N St Louis Ave Apt 2, Chicago, IL 60618",SingleFamilyResidence,"$1,295/mo","1 bd1 ba1,281 sqft- Apartment for rent",https://www.zillow.com/homedetails/3725-N-St-Louis-Ave-APT-2-Chicago-IL-60618/2118548943_zpid/
"435 N Oak Park Ave #2, Oak Park, IL 60302",SingleFamilyResidence,"$1,850/mo","2 bds2 ba1,050 sqft- Townhouse for rent",https://www.zillow.com/homedetails/435-N-Oak-Park-Ave-2-Oak-Park-IL-60302/2072584699_zpid/
"3759 W Diversey Ave #1r, Chicago, IL 60647",SingleFamilyResidence,"$1,375/mo","2 bds1.5 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3759-W-Diversey-Ave-1R-Chicago-IL-60647/2077153584_zpid/
"2449 N Albany Ave #g, Chicago, IL 60647",SingleFamilyResidence,"$1,600/mo","1 bd1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/2449-N-Albany-Ave-G-Chicago-IL-60647/2080529141_zpid/
"3725 N Christiana Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$1,800/mo",2 bds1 ba950 sqft- Apartment for rent,https://www.zillow.com/homedetails/3725-N-Christiana-Ave-1-Chicago-IL-60618/2115110649_zpid/
"117 Washington Blvd #1, Oak Park, IL 60302",SingleFamilyResidence,"$1,770/mo","2 bds1 ba1,800 sqft- Apartment for rent",https://www.zillow.com/homedetails/117-Washington-Blvd-1-Oak-Park-IL-60302/2078054824_zpid/
"5216 W Quincy St Unit 2, Chicago, IL 60644",SingleFamilyResidence,"$1,500/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/5216-W-Quincy-St-UNIT-2-Chicago-IL-60644/2077993551_zpid/
"2028 N Sawyer Ave, Chicago, IL 60647",SingleFamilyResidence,"$2,450/mo","3 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/2028-N-Sawyer-Ave-Chicago-IL-60647/2097134562_zpid/
"3450 N Springfield Ave #g, Chicago, IL 60618",SingleFamilyResidence,"$1,245/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3450-N-Springfield-Ave-G-Chicago-IL-60618/2072587485_zpid/
"3257 W Wrightwood Ave, Chicago, IL", Studio,$825+ Studio, Studio,https://www.zillow.com/homedetails/3257-W-Wrightwood-Ave-Chicago-IL
"6717 W Irving Park Rd Apt 2d, Chicago, IL 60634",SingleFamilyResidence,"$1,300/mo",2 bds1 ba950 sqft- Condo for rent,https://www.zillow.com/homedetails/6717-W-Irving-Park-Rd-APT-2D-Chicago-IL-60634/49917165_zpid/
"2031 N Kedzie Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,750/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/2031-N-Kedzie-Ave-2-Chicago-IL-60647/2072589591_zpid/
"330 W Miner St Apt 3b, Arlington Heights, IL 60005",SingleFamilyResidence,"$1,295/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/330-W-Miner-St-APT-3B-Arlington-Heights-IL-60005/3319806_zpid/
"ELEVEN33 | 1133 South Blvd, Oak Park, IL", Studio,"$1,489+ Studio", Studio,https://www.zillow.com/homedetails/ELEVEN33---1133-South-Blvd-Oak-Park-IL
"5610 Woodward Ave, Downers Grove, IL 60516",SingleFamilyResidence,"$1,900/mo","2 bds2 ba1,430 sqft- House for rent",https://www.zillow.com/homedetails/5610-Woodward-Ave-Downers-Grove-IL-60516/4531467_zpid/
"3247 W Crystal St, Chicago, IL 60651",SingleFamilyResidence,"$1,375/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3247-W-Crystal-St-Chicago-IL-60651/2080638369_zpid/
"11 Woodridge Dr, Oak Brook, IL 60523",SingleFamilyResidence,"$3,499/mo","4 bds3 ba2,000 sqft- House for rent",https://www.zillow.com/homedetails/11-Woodridge-Dr-Oak-Brook-IL-60523/4493021_zpid/
"One Nineteen on Main | 119 S Main St, Naperville, IL", 1 bd,"$1,695+ 1 bd", 1 bd,https://www.zillow.com/homedetails/One-Nineteen-on-Main---119-S-Main-St-Naperville-IL
"2725 N Kedzie Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$2,600/mo","3 bds1.5 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/2725-N-Kedzie-Ave-2-Chicago-IL-60647/2072598281_zpid/
"701 Stacie Ct, Naperville, IL 60563",SingleFamilyResidence,"$2,357/mo","3 bds2 ba1,179 sqft- House for rent",https://www.zillow.com/homedetails/701-Stacie-Ct-Naperville-IL-60563/4508081_zpid/
"3354 N Hamlin Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$2,900/mo","5 bds2 ba3,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3354-N-Hamlin-Ave-1-Chicago-IL-60618/2072599295_zpid/
"536 N Homan Ave, Chicago, IL 60624",SingleFamilyResidence,"$1,355/mo",3 bds1 ba-- sqft- Townhouse for rent,https://www.zillow.com/homedetails/536-N-Homan-Ave-Chicago-IL-60624/2073940052_zpid/
"5521 W Gladys Ave, Chicago, IL 60644",SingleFamilyResidence,"$1,198/mo",2 bds1 ba-- sqft- Townhouse for rent,https://www.zillow.com/homedetails/5521-W-Gladys-Ave-Chicago-IL-60644/2072599531_zpid/
"4336 W Flournoy St Unit 2e, Chicago, IL 60624",SingleFamilyResidence,"$1,300/mo","3 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4336-W-Flournoy-St-UNIT-2E-Chicago-IL-60624/2077860376_zpid/
"4253 N Kedvale Ave, Chicago, IL", 2 bds,"$2,250 2 bds", 2 bds,https://www.zillow.com/homedetails/4253-N-Kedvale-Ave-Chicago-IL
"2426 N Hamlin Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,650/mo","2 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/2426-N-Hamlin-Ave-2-Chicago-IL-60647/2072602761_zpid/
"1944 1/2 N Spaulding Ave Apt 1a, Chicago, IL 60647",SingleFamilyResidence,"$1,295/mo",1 bd1 ba600 sqft- Apartment for rent,https://www.zillow.com/homedetails/1944-1-2-N-Spaulding-Ave-APT-1A-Chicago-IL-60647/2095313679_zpid/
"1946 1/2 N Spaulding Ave Apt 2a, Chicago, IL 60647",SingleFamilyResidence,"$2,375/mo","4 bds2 ba1,425 sqft- Apartment for rent",https://www.zillow.com/homedetails/1946-1-2-N-Spaulding-Ave-APT-2A-Chicago-IL-60647/2100849526_zpid/
"3104 W Logan Blvd, Chicago, IL 60647",SingleFamilyResidence,"$1,395/mo",1 bd1 ba696 sqft- Apartment for rent,https://www.zillow.com/homedetails/3104-W-Logan-Blvd-Chicago-IL-60647/2081423371_zpid/
"1830 N Kedzie Ave, Chicago, IL", 3 bds,"$2,350 3 bds", 3 bds,https://www.zillow.com/homedetails/1830-N-Kedzie-Ave-Chicago-IL
"2952 N Nagle Ave #1, Chicago, IL 60634",SingleFamilyResidence,"$1,600/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2952-N-Nagle-Ave-1-Chicago-IL-60634/2072604580_zpid/
"3238 N Drake Ave #0, Chicago, IL 60618",SingleFamilyResidence,"$1,199/mo",2 bds1 ba700 sqft- Apartment for rent,https://www.zillow.com/homedetails/3238-N-Drake-Ave-0-Chicago-IL-60618/2072604646_zpid/
"Hancock Square at Arlington Station | 180 N Arlington Heights Rd, Arlington Heights, IL", 1 bd,"$1,557+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Hancock-Square-at-Arlington-Station---180-N-Arlington-Heights-Rd-Arlington-Heights-IL
"850 S Lorraine Rd Apt 3a, Wheaton, IL 60189",SingleFamilyResidence,"$1,250/mo","2 bds1.5 ba1,062 sqft- Apartment for rent",https://www.zillow.com/homedetails/850-S-Lorraine-Rd-APT-3A-Wheaton-IL-60189/69072273_zpid/
"1041 W Ogden Ave Apt 331, Naperville, IL 60563",SingleFamilyResidence,"$1,490/mo","2 bds2 ba1,050 sqft- Apartment for rent",https://www.zillow.com/homedetails/1041-W-Ogden-Ave-APT-331-Naperville-IL-60563/4504088_zpid/
"3522 W Fullerton Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,700/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3522-W-Fullerton-Ave-2-Chicago-IL-60647/2072607393_zpid/
"5024 W Eddy St, Chicago, IL 60641",SingleFamilyResidence,$900/mo,1 bd1 ba10 sqft- Apartment for rent,https://www.zillow.com/homedetails/5024-W-Eddy-St-Chicago-IL-60641/2104811140_zpid/
"3917 N Saint Louis Ave Floor 2, Chicago, IL 60618",SingleFamilyResidence,"$1,450/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/3917-N-Saint-Louis-Ave-FLOOR-2-Chicago-IL-60618/2072615653_zpid/
"Apex 41 | 2760 S Highland Ave, Lombard, IL", 1 bd,"$1,680+ 1 bd", 1 bd,https://www.zillow.com/homedetails/Apex-41---2760-S-Highland-Ave-Lombard-IL
"4312 N Kedvale Ave Apt 2, Chicago, IL 60641",SingleFamilyResidence,"$1,475/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/4312-N-Kedvale-Ave-APT-2-Chicago-IL-60641/2107901748_zpid/
"2831 N Kostner Ave, Chicago, IL 60641",SingleFamilyResidence,"$1,935/mo","3 bds2 ba1,008 sqft- House for rent",https://www.zillow.com/homedetails/2831-N-Kostner-Ave-Chicago-IL-60641/3671635_zpid/
"2536 N Sawyer Ave Apt 209, Chicago, IL 60647",SingleFamilyResidence,"$1,095/mo",1 bd1 ba532 sqft- Apartment for rent,https://www.zillow.com/homedetails/2536-N-Sawyer-Ave-APT-209-Chicago-IL-60647/2105759931_zpid/
"3145 W Medill Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,750/mo","3 bds1 ba1,100 sqft- Apartment for rent",https://www.zillow.com/homedetails/3145-W-Medill-Ave-2-Chicago-IL-60647/2097038620_zpid/
"1118 N Springfield Ave, Chicago, IL 60651",SingleFamilyResidence,"$1,200/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/1118-N-Springfield-Ave-Chicago-IL-60651/2082207981_zpid/
"1551 N Lotus Ave #basement, Chicago, IL 60651",SingleFamilyResidence,$795/mo,#NULL!,https://www.zillow.com/homedetails/1551-N-Lotus-Ave-BASEMENT-Chicago-IL-60651/2072645830_zpid/
"3717 W Armitage Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,200/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3717-W-Armitage-Ave-2-Chicago-IL-60647/2078310124_zpid/
"2324 N Drake Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$1,400/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2324-N-Drake-Ave-1-Chicago-IL-60647/2072646673_zpid/
"2011 N Kenneth Ave #g, Chicago, IL 60639",SingleFamilyResidence,$825/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/2011-N-Kenneth-Ave-G-Chicago-IL-60639/2072647571_zpid/
"4412 W Armitage Ave Apt 3r, Chicago, IL 60639",SingleFamilyResidence,$800/mo,1 bd1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/4412-W-Armitage-Ave-APT-3R-Chicago-IL-60639/2086690103_zpid/
"17 N Main St #216, Mount Prospect, IL 60056",SingleFamilyResidence,"$1,748/mo",1 bd1 ba817 sqft- Apartment for rent,https://www.zillow.com/homedetails/17-N-Main-St-216-Mount-Prospect-IL-60056/2072649335_zpid/
"3215 W Armitage Ave Apt 2, Chicago, IL 60647",SingleFamilyResidence,"$2,150/mo","3 bds2 ba1,800 sqft- Apartment for rent",https://www.zillow.com/homedetails/3215-W-Armitage-Ave-APT-2-Chicago-IL-60647/2079901924_zpid/
"16 N Main St #206, Mount Prospect, IL 60056",SingleFamilyResidence,"$2,499/mo","2 bds2 ba1,120 sqft- Apartment for rent",https://www.zillow.com/homedetails/16-N-Main-St-206-Mount-Prospect-IL-60056/2072650134_zpid/
"4715 W Cornelia Ave #3e, Chicago, IL 60641",SingleFamilyResidence,"$1,292/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/4715-W-Cornelia-Ave-3E-Chicago-IL-60641/2105621186_zpid/
"15 N Main St #205, Mount Prospect, IL 60056",SingleFamilyResidence,"$1,536/mo",1 bd1 ba742 sqft- Apartment for rent,https://www.zillow.com/homedetails/15-N-Main-St-205-Mount-Prospect-IL-60056/2072650615_zpid/
"4861 W Dakin St #2f, Chicago, IL 60641",SingleFamilyResidence,$975/mo,1 bd1 ba700 sqft- Condo for rent,https://www.zillow.com/homedetails/4861-W-Dakin-St-2F-Chicago-IL-60641/2072650851_zpid/
"2735 N Ridgeway Ave #1, Chicago, IL 60647",SingleFamilyResidence,"$1,425/mo",2 bds1 ba800 sqft- Apartment for rent,https://www.zillow.com/homedetails/2735-N-Ridgeway-Ave-1-Chicago-IL-60647/2087113364_zpid/
"433 Carriage Dr Apt 1e, West Chicago, IL 60185",SingleFamilyResidence,"$1,250/mo",2 bds1 ba925 sqft- Apartment for rent,https://www.zillow.com/homedetails/433-Carriage-Dr-APT-1E-West-Chicago-IL-60185/2072653801_zpid/
"3650 W Diversey Ave #1, Chicago, IL 60618",SingleFamilyResidence,"$2,000/mo",3 bds2 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/3650-W-Diversey-Ave-1-Chicago-IL-60618/2072654922_zpid/
"1737 N Linder Ave Floor 1, Chicago, IL 60639",SingleFamilyResidence,"$1,350/mo",3 bds1 ba925 sqft- Apartment for rent,https://www.zillow.com/homedetails/1737-N-Linder-Ave-FLOOR-1-Chicago-IL-60639/2072656181_zpid/
"2533 N Kimball Ave, Chicago, IL 60647",SingleFamilyResidence,"$2,200/mo","2 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/2533-N-Kimball-Ave-Chicago-IL-60647/2100969553_zpid/
"7452 W Forest Preserve Ave #ch, Chicago, IL 60634",SingleFamilyResidence,"$1,000/mo",1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/7452-W-Forest-Preserve-Ave-CH-Chicago-IL-60634/2072656751_zpid/
"317 S Oak Park Ave #406, Oak Park, IL 60302",SingleFamilyResidence,$975/mo,1 bd1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/317-S-Oak-Park-Ave-406-Oak-Park-IL-60302/2078345679_zpid/
"1023 N Springfield Ave #1, Chicago, IL 60651",SingleFamilyResidence,"$1,200/mo",2 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/1023-N-Springfield-Ave-1-Chicago-IL-60651/2077287851_zpid/
"2110 N Saint Louis Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,375/mo","2 bds1 ba1,000 sqft- Apartment for rent",https://www.zillow.com/homedetails/2110-N-Saint-Louis-Ave-2-Chicago-IL-60647/2085223805_zpid/
"2255 N Spaulding Ave #b, Chicago, IL 60647",SingleFamilyResidence,"$1,600/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/2255-N-Spaulding-Ave-B-Chicago-IL-60647/2080252726_zpid/
"Addison and Cicero Court Yard | 4824 W Addison St, Chicago, IL", Studio,$850 Studio, Studio,https://www.zillow.com/homedetails/Addison-and-Cicero-Court-Yard---4824-W-Addison-St-Chicago-IL
"4356 Warren Ave Apt 1, Hillside, IL 60162",SingleFamilyResidence,"$1,300/mo",3 bds1 ba-- sqft- Apartment for rent,https://www.zillow.com/homedetails/4356-Warren-Ave-APT-1-Hillside-IL-60162/2072705531_zpid/
"321 S Harrison St, Batavia, IL 60510",SingleFamilyResidence,"$1,325/mo","2 bds1.5 ba1,084 sqft- Apartment for rent",https://www.zillow.com/homedetails/321-S-Harrison-St-Batavia-IL-60510/4677333_zpid/
"10303 Canterbury St #1, Westchester, IL 60154",SingleFamilyResidence,"$1,625/mo","3 bds1 ba1,300 sqft- Apartment for rent",https://www.zillow.com/homedetails/10303-Canterbury-St-1-Westchester-IL-60154/2111391404_zpid/
"0n955 Bartelt Rd, Geneva, IL 60134",SingleFamilyResidence,"$3,400/mo","5 bds3.5 ba3,975 sqft- House for rent",https://www.zillow.com/homedetails/0N955-Bartelt-Rd-Geneva-IL-60134/2094268103_zpid/
"3713 W Shakespeare Ave #3, Chicago, IL 60647",SingleFamilyResidence,"$1,800/mo","2 bds1 ba1,200 sqft- Apartment for rent",https://www.zillow.com/homedetails/3713-W-Shakespeare-Ave-3-Chicago-IL-60647/2072712367_zpid/
"2209 N Mango Ave #gd, Chicago, IL 60639",SingleFamilyResidence,"$1,035/mo",1 bd1 ba900 sqft- Apartment for rent,https://www.zillow.com/homedetails/2209-N-Mango-Ave-GD-Chicago-IL-60639/2072713796_zpid/
"5106 W Sunnyside Ave #2, Chicago, IL 60630",SingleFamilyResidence,"$1,600/mo","3 bds1 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/5106-W-Sunnyside-Ave-2-Chicago-IL-60630/2072714046_zpid/
"4731 W Cornelia Ave #1e, Chicago, IL 60641",SingleFamilyResidence,"$1,925/mo","3 bds2 ba1,400 sqft- Apartment for rent",https://www.zillow.com/homedetails/4731-W-Cornelia-Ave-1E-Chicago-IL-60641/2105608944_zpid/
"3110 W Fullerton Ave #2, Chicago, IL 60647",SingleFamilyResidence,"$1,900/mo","3 bds1 ba1,306 sqft- Apartment for rent",https://www.zillow.com/homedetails/3110-W-Fullerton-Ave-2-Chicago-IL-60647/2072714238_zpid/
